Context,Word,Probability
        [MASK],Einige,0.00014930630277376622
       Einige [MASK],Tage,0.0006990773254074156
      Einige Tage [MASK],lang,0.05964130163192749
     Einige Tage lang [MASK],versuchte,0.001427753595635295
    Einige Tage lang versuchte [MASK],er,0.014380774460732937
   Einige Tage lang versuchte er [MASK],genauso,1.0675003977667075e-05
  Einige Tage lang versuchte er genauso [MASK],wie,0.022272827103734016
 Einige Tage lang versuchte er genauso wie [MASK],die,0.0024598322343081236
Einige Tage lang versuchte er genauso wie die [MASK],übrigen,0.003545345040038228
Tage lang versuchte er genauso wie die übrigen [MASK],Möwen,1.27505745695089e-06
lang versuchte er genauso wie die übrigen Möwen [MASK],zu,0.002479073591530323
versuchte er genauso wie die übrigen Möwen zu [MASK],sein,0.002127480460330844
er genauso wie die übrigen Möwen zu sein [MASK],,2.1358766844059573e-06
genauso wie die übrigen Möwen zu sein  [MASK],er,1.8988715964951552e-05
wie die übrigen Möwen zu sein  er [MASK],gab,3.472895059530856e-06
die übrigen Möwen zu sein  er gab [MASK],sich,0.0006768664461560547
übrigen Möwen zu sein  er gab sich [MASK],wirklich,0.0003234766481909901
Möwen zu sein  er gab sich wirklich [MASK],alle,0.0002820421941578388
zu sein  er gab sich wirklich alle [MASK],Versagens,1.0824602213688195e-05
sein  er gab sich wirklich alle Versagens [MASK],,5.500583483808441e-06
 er gab sich wirklich alle Versagens  [MASK],Er,8.883027476258576e-06
er gab sich wirklich alle Versagens  Er [MASK],,1.3847577307046777e-08
gab sich wirklich alle Versagens  Er  [MASK],flatterte,2.52259815169964e-06
sich wirklich alle Versagens  Er  flatterte [MASK],und,0.001646373188123107
wirklich alle Versagens  Er  flatterte und [MASK],kreischte,5.681758193532005e-05
alle Versagens  Er  flatterte und kreischte [MASK],mit,0.001450088806450367
Versagens  Er  flatterte und kreischte mit [MASK],dem,0.0011141871800646186
 Er  flatterte und kreischte mit dem [MASK],Schwarm,2.0953402781742625e-06
Er  flatterte und kreischte mit dem Schwarm [MASK],um,0.0010190802859142423
 flatterte und kreischte mit dem Schwarm um [MASK],die,0.0038914550095796585
flatterte und kreischte mit dem Schwarm um die [MASK],Anlegestellen,1.1745198662538314e-06
und kreischte mit dem Schwarm um die Anlegestellen [MASK],und,0.003204125678166747
kreischte mit dem Schwarm um die Anlegestellen und [MASK],Fischerboote,0.0034852190874516964
mit dem Schwarm um die Anlegestellen und Fischerboote [MASK],,1.4395244761544745e-05
dem Schwarm um die Anlegestellen und Fischerboote  [MASK],und,0.009498693980276585
Schwarm um die Anlegestellen und Fischerboote  und [MASK],schnappte,1.2369422620395198e-05
um die Anlegestellen und Fischerboote  und schnappte [MASK],im,0.0002676127478480339
die Anlegestellen und Fischerboote  und schnappte im [MASK],Sturzflug,5.8400626585353166e-05
Anlegestellen und Fischerboote  und schnappte im Sturzflug [MASK],nach,0.001377014210447669
und Fischerboote  und schnappte im Sturzflug nach [MASK],Fischabfällen,0.001123808091506362
Fischerboote  und schnappte im Sturzflug nach Fischabfällen [MASK],und,0.0007686036988161504
 und schnappte im Sturzflug nach Fischabfällen und [MASK],Brotkrumen,0.0012629395350813866
und schnappte im Sturzflug nach Fischabfällen und Brotkrumen [MASK],,3.309952944618999e-06
schnappte im Sturzflug nach Fischabfällen und Brotkrumen  [MASK],aber,3.45174121321179e-05
im Sturzflug nach Fischabfällen und Brotkrumen  aber [MASK],er,6.467155617428944e-05
Sturzflug nach Fischabfällen und Brotkrumen  aber er [MASK],war,0.0005337534239515662
nach Fischabfällen und Brotkrumen  aber er war [MASK],nicht,0.0023419097997248173
Fischabfällen und Brotkrumen  aber er war nicht [MASK],glücklich,0.006974953692406416
und Brotkrumen  aber er war nicht glücklich [MASK],dabei,0.00038843456422910094
Brotkrumen  aber er war nicht glücklich dabei [MASK],,3.6061737773707137e-07
 aber er war nicht glücklich dabei  [MASK],Es,2.2894394646755245e-07
aber er war nicht glücklich dabei  Es [MASK],ist,0.008368919603526592
er war nicht glücklich dabei  Es ist [MASK],so,0.0025020844768732786
war nicht glücklich dabei  Es ist so [MASK],sinnlos,9.811126801650971e-06
nicht glücklich dabei  Es ist so sinnlos [MASK],,2.3117831915442366e-07
glücklich dabei  Es ist so sinnlos  [MASK],dachte,7.007642125245184e-06
dabei  Es ist so sinnlos  dachte [MASK],er,0.00019533457816578448
 Es ist so sinnlos  dachte er [MASK],,2.407882902843994e-06
Es ist so sinnlos  dachte er  [MASK],und,0.0001260766584891826
ist so sinnlos  dachte er  und [MASK],liess,8.227641228586435e-05
so sinnlos  dachte er  und liess [MASK],absichtlich,1.1843246284115594e-05
sinnlos  dachte er  und liess absichtlich [MASK],eine,0.0005228696390986443
 dachte er  und liess absichtlich eine [MASK],mit,4.244783485773951e-05
dachte er  und liess absichtlich eine mit [MASK],Mühe,0.00035221135476604104
er  und liess absichtlich eine mit Mühe [MASK],ergatterte,6.222008232725784e-05
 und liess absichtlich eine mit Mühe ergatterte [MASK],Sardine,2.2889664251124486e-05
und liess absichtlich eine mit Mühe ergatterte Sardine [MASK],,2.09094039860247e-07
liess absichtlich eine mit Mühe ergatterte Sardine  [MASK],fallen,0.00373501842841506
absichtlich eine mit Mühe ergatterte Sardine  fallen [MASK],,3.4040425589410006e-07
eine mit Mühe ergatterte Sardine  fallen  [MASK],die,0.00013946875697001815
mit Mühe ergatterte Sardine  fallen  die [MASK],ihm,1.1239396371820476e-05
Mühe ergatterte Sardine  fallen  die ihm [MASK],eine,0.000994384754449129
ergatterte Sardine  fallen  die ihm eine [MASK],alte,0.0005765313981100917
Sardine  fallen  die ihm eine alte [MASK],hungrige,1.6574780602240935e-05
 fallen  die ihm eine alte hungrige [MASK],Möwe,1.8207259927294217e-05
fallen  die ihm eine alte hungrige Möwe [MASK],abjagen,0.0007239053375087678
 die ihm eine alte hungrige Möwe abjagen [MASK],wollte,0.013814483769237995
die ihm eine alte hungrige Möwe abjagen wollte [MASK],,1.7811952375268447e-06
ihm eine alte hungrige Möwe abjagen wollte  [MASK],Schade,1.653715173688397e-07
eine alte hungrige Möwe abjagen wollte  Schade [MASK],um,0.00019068077381234616
alte hungrige Möwe abjagen wollte  Schade um [MASK],die,7.437802560161799e-05
hungrige Möwe abjagen wollte  Schade um die [MASK],Zeit,0.0014638456050306559
Möwe abjagen wollte  Schade um die Zeit [MASK],,1.7459102537031868e-06
abjagen wollte  Schade um die Zeit  [MASK],wieviel,4.0538950997870415e-05
wollte  Schade um die Zeit  wieviel [MASK],könnte,6.689814472338185e-05
 Schade um die Zeit  wieviel könnte [MASK],ich,0.0029166610911488533
Schade um die Zeit  wieviel könnte ich [MASK],da,0.000723223842214793
um die Zeit  wieviel könnte ich da [MASK],richtig,5.135797255206853e-05
die Zeit  wieviel könnte ich da richtig [MASK],fliegen,0.00016989547293633223
Zeit  wieviel könnte ich da richtig fliegen [MASK],üben,8.194585632281814e-08
 wieviel könnte ich da richtig fliegen üben [MASK],,9.663240518875682e-08
wieviel könnte ich da richtig fliegen üben  [MASK],Ich,7.403137715300545e-06
könnte ich da richtig fliegen üben  Ich [MASK],muss,0.005736369173973799
ich da richtig fliegen üben  Ich muss [MASK],noch,0.00020139795378781855
da richtig fliegen üben  Ich muss noch [MASK],so,3.689303412102163e-05
richtig fliegen üben  Ich muss noch so [MASK],viel,0.009964384138584137
fliegen üben  Ich muss noch so viel [MASK],lernen,0.19852624833583832
üben  Ich muss noch so viel lernen [MASK],,9.398363687296296e-08
 Ich muss noch so viel lernen  [MASK],Und,6.045620921213413e-06
Ich muss noch so viel lernen  Und [MASK],so,0.001508892048150301
muss noch so viel lernen  Und so [MASK],dauerte,9.895763469103258e-06
noch so viel lernen  Und so dauerte [MASK],es,0.5463374853134155
so viel lernen  Und so dauerte es [MASK],denn,0.0012560483301058412
viel lernen  Und so dauerte es denn [MASK],nicht,0.002677924232557416
lernen  Und so dauerte es denn nicht [MASK],lange,0.010222155600786209
 Und so dauerte es denn nicht lange [MASK],,3.3155569667542295e-07
Und so dauerte es denn nicht lange  [MASK],und,0.000453426968306303
so dauerte es denn nicht lange  und [MASK],die,0.001156240119598806
dauerte es denn nicht lange  und die [MASK],Möwe,9.84101825451944e-06
es denn nicht lange  und die Möwe [MASK],entwischte,4.292663561500376e-06
denn nicht lange  und die Möwe entwischte [MASK],wieder,0.0003360594273544848
nicht lange  und die Möwe entwischte wieder [MASK],,1.846883321832138e-07
lange  und die Möwe entwischte wieder  [MASK],wagte,1.2585344848048408e-05
 und die Möwe entwischte wieder  wagte [MASK],sich,0.00740454625338316
und die Möwe entwischte wieder  wagte sich [MASK],weit,0.0001672182115726173
die Möwe entwischte wieder  wagte sich weit [MASK],auf,0.0003995957667939365
Möwe entwischte wieder  wagte sich weit auf [MASK],die,0.01100093498826027
entwischte wieder  wagte sich weit auf die [MASK],offene,7.101270603016019e-05
wieder  wagte sich weit auf die offene [MASK],See,0.008749362081289291
 wagte sich weit auf die offene See [MASK],hinaus,0.0016300339484587312
wagte sich weit auf die offene See hinaus [MASK],,4.080127666838962e-07
sich weit auf die offene See hinaus  [MASK],und,0.000824343878775835
weit auf die offene See hinaus  und [MASK],machte,6.353639764711261e-05
auf die offene See hinaus  und machte [MASK],hungrig,0.00025062408531084657
die offene See hinaus  und machte hungrig [MASK],aber,0.00017809084965847433
offene See hinaus  und machte hungrig aber [MASK],glücklich,0.039205487817525864
See hinaus  und machte hungrig aber glücklich [MASK],,6.98208850735682e-08
hinaus  und machte hungrig aber glücklich  [MASK],neue,6.514961569337174e-06
 und machte hungrig aber glücklich  neue [MASK],Geschwindigkeit,5.3696758186561055e-06
und machte hungrig aber glücklich  neue Geschwindigkeit [MASK],,6.487709356406413e-07
machte hungrig aber glücklich  neue Geschwindigkeit  [MASK],Jetzt,1.1952715794905089e-05
hungrig aber glücklich  neue Geschwindigkeit  Jetzt [MASK],,2.6594427708914736e-06
aber glücklich  neue Geschwindigkeit  Jetzt  [MASK],ging,2.123828380717896e-05
glücklich  neue Geschwindigkeit  Jetzt  ging [MASK],es,0.017725326120853424
 neue Geschwindigkeit  Jetzt  ging es [MASK],Jonathan,1.37264848376617e-07
neue Geschwindigkeit  Jetzt  ging es Jonathan [MASK],um,0.0024687987752258778
Geschwindigkeit  Jetzt  ging es Jonathan um [MASK],die,0.0033072526566684246
 Jetzt  ging es Jonathan um die [MASK],Geschwindigkeit,0.00024097714049275964
Jetzt  ging es Jonathan um die Geschwindigkeit [MASK],,5.327979124558624e-07
 ging es Jonathan um die Geschwindigkeit  [MASK],Nachdem,1.5189627333711542e-07
ging es Jonathan um die Geschwindigkeit  Nachdem [MASK],er,5.5532487749587744e-05
es Jonathan um die Geschwindigkeit  Nachdem er [MASK],eine,0.0022392880637198687
Jonathan um die Geschwindigkeit  Nachdem er eine [MASK],Woche,0.00107842858415097
um die Geschwindigkeit  Nachdem er eine Woche [MASK],geübt,2.8958065740880556e-05
die Geschwindigkeit  Nachdem er eine Woche geübt [MASK],hatte,0.23290938138961792
Geschwindigkeit  Nachdem er eine Woche geübt hatte [MASK],,1.1506015653139912e-05
 Nachdem er eine Woche geübt hatte  [MASK],wusste,7.484258276235778e-06
Nachdem er eine Woche geübt hatte  wusste [MASK],er,0.0005300264456309378
er eine Woche geübt hatte  wusste er [MASK],darüber,0.0015657332260161638
eine Woche geübt hatte  wusste er darüber [MASK],mehr,0.0006936401478014886
Woche geübt hatte  wusste er darüber mehr [MASK],als,0.0036867137532681227
geübt hatte  wusste er darüber mehr als [MASK],jede,0.0023017071653157473
hatte  wusste er darüber mehr als jede [MASK],andere,0.17544926702976227
 wusste er darüber mehr als jede andere [MASK],,2.2953944522896563e-08
wusste er darüber mehr als jede andere  [MASK],Flügelschlag,2.069160700557404e-06
