Context,Word,Probability
        [MASK],Als,2.7613779820967466e-05
       Als [MASK],sie,0.00016592723841313273
      Als sie [MASK],mit,0.004253321792930365
     Als sie mit [MASK],dem,0.015573556534945965
    Als sie mit dem [MASK],geheimnisvollen,5.928995392423531e-07
   Als sie mit dem geheimnisvollen [MASK],Brief,0.0015238666674122214
  Als sie mit dem geheimnisvollen Brief [MASK],in,0.0005057866801507771
 Als sie mit dem geheimnisvollen Brief in [MASK],der,0.011918473988771439
Als sie mit dem geheimnisvollen Brief in der [MASK],Hand,0.013658144511282444
sie mit dem geheimnisvollen Brief in der Hand [MASK],draussen,3.390138317627134e-06
mit dem geheimnisvollen Brief in der Hand draussen [MASK],auf,0.0001080142828868702
dem geheimnisvollen Brief in der Hand draussen auf [MASK],dem,0.0024805583525449038
geheimnisvollen Brief in der Hand draussen auf dem [MASK],Kiesweg,1.8864249796024524e-05
Brief in der Hand draussen auf dem Kiesweg [MASK],stand,0.00045408186269924045
in der Hand draussen auf dem Kiesweg stand [MASK],,2.097690639857319e-06
der Hand draussen auf dem Kiesweg stand  [MASK],überkam,9.789755858946592e-05
Hand draussen auf dem Kiesweg stand  überkam [MASK],sie,0.00011940600961679593
draussen auf dem Kiesweg stand  überkam sie [MASK],plötzlich,0.035512782633304596
auf dem Kiesweg stand  überkam sie plötzlich [MASK],ein,0.00021182879572734237
dem Kiesweg stand  überkam sie plötzlich ein [MASK],seltsames,0.00013921517529524863
Kiesweg stand  überkam sie plötzlich ein seltsames [MASK],Gefühl,0.06192942336201668
stand  überkam sie plötzlich ein seltsames Gefühl [MASK],,4.953672032570466e-07
 überkam sie plötzlich ein seltsames Gefühl  [MASK],Sie,2.490696942913928e-06
überkam sie plötzlich ein seltsames Gefühl  Sie [MASK],kam,6.955608841963112e-05
sie plötzlich ein seltsames Gefühl  Sie kam [MASK],sich,0.0001017034737742506
plötzlich ein seltsames Gefühl  Sie kam sich [MASK],fast,0.00015294546028599143
ein seltsames Gefühl  Sie kam sich fast [MASK],wie,0.0025374398101121187
seltsames Gefühl  Sie kam sich fast wie [MASK],eine,0.0008953756187111139
Gefühl  Sie kam sich fast wie eine [MASK],Puppe,0.00031953901634551585
 Sie kam sich fast wie eine Puppe [MASK],vor,0.023966317996382713
Sie kam sich fast wie eine Puppe vor [MASK],,5.418001158830066e-09
kam sich fast wie eine Puppe vor  [MASK],die,0.00012213554873596877
sich fast wie eine Puppe vor  die [MASK],durch,8.225531018979382e-06
fast wie eine Puppe vor  die durch [MASK],Zauberkraft,2.6735257051768713e-05
wie eine Puppe vor  die durch Zauberkraft [MASK],lebendig,0.00015923389582894742
eine Puppe vor  die durch Zauberkraft lebendig [MASK],geworden,0.04279814288020134
Puppe vor  die durch Zauberkraft lebendig geworden [MASK],war,0.012184039689600468
vor  die durch Zauberkraft lebendig geworden war [MASK],,8.699555564817274e-07
 die durch Zauberkraft lebendig geworden war  [MASK],War,1.1804333865939043e-07
die durch Zauberkraft lebendig geworden war  War [MASK],es,0.002063813153654337
durch Zauberkraft lebendig geworden war  War es [MASK],nicht,0.006882087327539921
Zauberkraft lebendig geworden war  War es nicht [MASK],seltsam,8.17129184724763e-05
lebendig geworden war  War es nicht seltsam [MASK],dass,2.2909839572093915e-06
geworden war  War es nicht seltsam dass [MASK],sie,0.01938129961490631
war  War es nicht seltsam dass sie [MASK],auf,0.000687326944898814
 War es nicht seltsam dass sie auf [MASK],der,0.0007547953864559531
War es nicht seltsam dass sie auf der [MASK],Welt,0.01756613329052925
es nicht seltsam dass sie auf der Welt [MASK],war,0.005669774021953344
nicht seltsam dass sie auf der Welt war [MASK],und,0.0003586248494684696
seltsam dass sie auf der Welt war und [MASK],,8.824034921417478e-06
dass sie auf der Welt war und  [MASK],in,0.0009292176109738648
sie auf der Welt war und  in [MASK],einem,0.005186265800148249
auf der Welt war und  in einem [MASK],wunderlichen,4.3435400584712625e-05
der Welt war und  in einem wunderlichen [MASK],Märchen,0.0022634542547166348
Welt war und  in einem wunderlichen Märchen [MASK],herumlaufen,0.00015926890773698688
war und  in einem wunderlichen Märchen herumlaufen [MASK],konnte,0.017774313688278198
und  in einem wunderlichen Märchen herumlaufen konnte [MASK],,1.2461932783480734e-06
 in einem wunderlichen Märchen herumlaufen konnte  [MASK],Sherekan,2.3803634618957403e-08
in einem wunderlichen Märchen herumlaufen konnte  Sherekan [MASK],sprang,7.769021976855583e-06
einem wunderlichen Märchen herumlaufen konnte  Sherekan sprang [MASK],elegant,1.5593481066389359e-06
wunderlichen Märchen herumlaufen konnte  Sherekan sprang elegant [MASK],über,0.0012492871610447764
Märchen herumlaufen konnte  Sherekan sprang elegant über [MASK],den,0.002002320485189557
