Context,Entropy
        [MASK],1.5630042354471072
       Nelly [MASK],1.5681383524950876
      Nelly lief [MASK],1.5798599635060535
     Nelly lief  [MASK],1.5798599635060535
    Nelly lief  quer [MASK],1.5555742834695352
   Nelly lief  quer über [MASK],1.5516648421392067
  Nelly lief  quer über den [MASK],1.5253760039142565
 Nelly lief  quer über den Parkplatz [MASK],1.3550357157557515
Nelly lief  quer über den Parkplatz  [MASK],1.3550357157557515
lief  quer über den Parkplatz  in [MASK],1.5554400688819543
 quer über den Parkplatz  in Richtung [MASK],1.4391880171890024
quer über den Parkplatz  in Richtung des [MASK],1.3963026588072949
über den Parkplatz  in Richtung des Büros [MASK],1.5613983627251433
den Parkplatz  in Richtung des Büros  [MASK],1.394360515295869
Parkplatz  in Richtung des Büros  als [MASK],0.6343653895871232
 in Richtung des Büros  als ihr [MASK],1.5849911370810297
in Richtung des Büros  als ihr Chef [MASK],1.4281736780642886
Richtung des Büros  als ihr Chef eilig [MASK],1.5490342855395998
des Büros  als ihr Chef eilig seine [MASK],1.5935073199428285
Büros  als ihr Chef eilig seine Autotür [MASK],0.7199391704867377
 als ihr Chef eilig seine Autotür aufstiess [MASK],0.9794058075507982
als ihr Chef eilig seine Autotür aufstiess  [MASK],0.9794058075507982
ihr Chef eilig seine Autotür aufstiess  Gut [MASK],1.596782587550703
Chef eilig seine Autotür aufstiess  Gut dass [MASK],1.5966499894506878
eilig seine Autotür aufstiess  Gut dass ich [MASK],1.5612039261022304
seine Autotür aufstiess  Gut dass ich Sie [MASK],1.395178059591344
Autotür aufstiess  Gut dass ich Sie hier [MASK],1.4345531765049886
aufstiess  Gut dass ich Sie hier draussen [MASK],1.108830746744188
 Gut dass ich Sie hier draussen treffe [MASK],0.894346676800629
Gut dass ich Sie hier draussen treffe  [MASK],0.894346676800629
dass ich Sie hier draussen treffe  Sie [MASK],1.373452715350901
ich Sie hier draussen treffe  Sie können [MASK],1.448355934245743
Sie hier draussen treffe  Sie können mir [MASK],1.3298233535359076
hier draussen treffe  Sie können mir gleich [MASK],1.573612390991704
draussen treffe  Sie können mir gleich helfen [MASK],1.461075900401021
treffe  Sie können mir gleich helfen ein [MASK],1.550453882516805
 Sie können mir gleich helfen ein paar [MASK],1.3841848507808843
Sie können mir gleich helfen ein paar Sachen [MASK],1.587527361521634
können mir gleich helfen ein paar Sachen hochzutragen [MASK],1.5358318912279474
mir gleich helfen ein paar Sachen hochzutragen  [MASK],1.4438177062417197
gleich helfen ein paar Sachen hochzutragen  Er [MASK],1.4367326941421201
helfen ein paar Sachen hochzutragen  Er wollte [MASK],1.578715406197364
ein paar Sachen hochzutragen  Er wollte aussteigen [MASK],1.5010783476889908
paar Sachen hochzutragen  Er wollte aussteigen schnellte [MASK],0.6367597453231881
Sachen hochzutragen  Er wollte aussteigen schnellte jedoch [MASK],1.5389419820472192
hochzutragen  Er wollte aussteigen schnellte jedoch ruckartig [MASK],1.3596961215139185
 Er wollte aussteigen schnellte jedoch ruckartig zurück [MASK],0.5657249446634389
Er wollte aussteigen schnellte jedoch ruckartig zurück  [MASK],0.5657249446634389
wollte aussteigen schnellte jedoch ruckartig zurück  in [MASK],1.452687210727106
aussteigen schnellte jedoch ruckartig zurück  in seine [MASK],1.2213701778977506
schnellte jedoch ruckartig zurück  in seine Hemdtasche [MASK],0.9543807797704665
jedoch ruckartig zurück  in seine Hemdtasche  [MASK],1.4220086355233152
ruckartig zurück  in seine Hemdtasche  Er [MASK],1.5031222267504627
zurück  in seine Hemdtasche  Er hatte [MASK],1.2160205083499873
 in seine Hemdtasche  Er hatte vergessen [MASK],1.1583082834405602
in seine Hemdtasche  Er hatte vergessen sich [MASK],1.4589481312722552
seine Hemdtasche  Er hatte vergessen sich abzuschnallen [MASK],1.4833702670201954
Hemdtasche  Er hatte vergessen sich abzuschnallen  [MASK],1.221730668561828
 Er hatte vergessen sich abzuschnallen  Er [MASK],1.5581696178451117
Er hatte vergessen sich abzuschnallen  Er vergass [MASK],1.4315527268297572
hatte vergessen sich abzuschnallen  Er vergass das [MASK],1.5511812418534905
vergessen sich abzuschnallen  Er vergass das immer [MASK],1.0295924808951409
sich abzuschnallen  Er vergass das immer  [MASK],1.0306797447940648
abzuschnallen  Er vergass das immer  Nachdem [MASK],1.4999087835328926
 Er vergass das immer  Nachdem er [MASK],1.5255955096878964
Er vergass das immer  Nachdem er sich [MASK],1.387261123723785
vergass das immer  Nachdem er sich aus [MASK],1.4576378292645134
das immer  Nachdem er sich aus seinem [MASK],1.523410872602464
immer  Nachdem er sich aus seinem Gefährt [MASK],1.4155130063729704
 Nachdem er sich aus seinem Gefährt befreit [MASK],0.8830694771633625
Nachdem er sich aus seinem Gefährt befreit  [MASK],0.8830694771633625
er sich aus seinem Gefährt befreit  und [MASK],1.1750402392210935
sich aus seinem Gefährt befreit  und dann [MASK],1.5341576285156986
aus seinem Gefährt befreit  und dann eine [MASK],1.4852432123886694
seinem Gefährt befreit  und dann eine Weile [MASK],1.5056287068307554
Gefährt befreit  und dann eine Weile im [MASK],1.5484474457191149
befreit  und dann eine Weile im selbigen [MASK],1.5210140442031945
 und dann eine Weile im selbigen herumgekramt [MASK],1.5369745715064869
und dann eine Weile im selbigen herumgekramt hatte [MASK],1.0969139618318584
dann eine Weile im selbigen herumgekramt hatte  [MASK],1.220174749950672
eine Weile im selbigen herumgekramt hatte  überreichte [MASK],1.5942318837682006
Weile im selbigen herumgekramt hatte  überreichte er [MASK],1.437110065378171
im selbigen herumgekramt hatte  überreichte er ihr [MASK],1.5020625569672663
selbigen herumgekramt hatte  überreichte er ihr einen [MASK],1.0513408745076098
herumgekramt hatte  überreichte er ihr einen Aktenkarton [MASK],1.2137790496872267
hatte  überreichte er ihr einen Aktenkarton  [MASK],1.1959318380493313
 überreichte er ihr einen Aktenkarton  gleich [MASK],1.5305015099749584
überreichte er ihr einen Aktenkarton  gleich darauf [MASK],0.8402934815166231
er ihr einen Aktenkarton  gleich darauf einen [MASK],0.9723290156927957
ihr einen Aktenkarton  gleich darauf einen zweiten [MASK],1.32345512725548
einen Aktenkarton  gleich darauf einen zweiten  [MASK],1.3577424656206685
Aktenkarton  gleich darauf einen zweiten  und [MASK],0.7318033424850924
 gleich darauf einen zweiten  und stellte [MASK],1.577486062901191
gleich darauf einen zweiten  und stellte obenauf [MASK],1.422581646494299
darauf einen zweiten  und stellte obenauf  [MASK],1.4378377215913805
einen zweiten  und stellte obenauf  noch [MASK],1.5154158338778274
zweiten  und stellte obenauf  noch einen [MASK],1.4918921183357872
 und stellte obenauf  noch einen Kofferraum [MASK],1.4662614994862597
und stellte obenauf  noch einen Kofferraum  [MASK],1.4662614994862597
stellte obenauf  noch einen Kofferraum  Der [MASK],1.2101956020332494
obenauf  noch einen Kofferraum  Der alte [MASK],1.504249562219666
 noch einen Kofferraum  Der alte war [MASK],1.3561713915545919
noch einen Kofferraum  Der alte war ihm [MASK],1.4660241097765336
einen Kofferraum  Der alte war ihm eingegangen [MASK],0.8330410135954016
Kofferraum  Der alte war ihm eingegangen  [MASK],0.737396355032148
 Der alte war ihm eingegangen  Er [MASK],1.1575629758520283
Der alte war ihm eingegangen  Er selbst [MASK],1.5774854611792581
alte war ihm eingegangen  Er selbst  [MASK],1.5105405469854278
war ihm eingegangen  Er selbst  nahm [MASK],1.4818070053882209
ihm eingegangen  Er selbst  nahm zwei [MASK],1.5600300535533318
eingegangen  Er selbst  nahm zwei weitere [MASK],1.4630882578922164
 Er selbst  nahm zwei weitere Kisten [MASK],1.55544535913733
Er selbst  nahm zwei weitere Kisten an [MASK],0.4565152407157386
selbst  nahm zwei weitere Kisten an sich [MASK],1.5010577322855023
 nahm zwei weitere Kisten an sich  [MASK],1.5290337089946973
nahm zwei weitere Kisten an sich  und [MASK],1.5901209887587107
zwei weitere Kisten an sich  und schloss [MASK],1.5437992379205663
weitere Kisten an sich  und schloss  [MASK],1.549070882930705
Kisten an sich  und schloss  dann [MASK],1.5125074905510718
an sich  und schloss  dann  [MASK],1.5918191028459072
sich  und schloss  dann  da [MASK],1.4780157095553863
 und schloss  dann  da er [MASK],1.5997546898235968
und schloss  dann  da er kaum [MASK],1.519347231399647
schloss  dann  da er kaum eine [MASK],1.5351487660522984
 dann  da er kaum eine Hand [MASK],1.5766441128301023
dann  da er kaum eine Hand freibekommen [MASK],1.416257283828398
 da er kaum eine Hand freibekommen konnte [MASK],0.8681787744547501
da er kaum eine Hand freibekommen konnte  [MASK],0.8681787744547501
er kaum eine Hand freibekommen konnte  sehr [MASK],1.501709460104091
kaum eine Hand freibekommen konnte  sehr umständlich [MASK],1.30482319237817
eine Hand freibekommen konnte  sehr umständlich den [MASK],1.5432826902871453
Hand freibekommen konnte  sehr umständlich den Kofferraum [MASK],1.4317741976472138
freibekommen konnte  sehr umständlich den Kofferraum  [MASK],1.4107056926233197
konnte  sehr umständlich den Kofferraum  Auf [MASK],1.2723926631791538
 sehr umständlich den Kofferraum  Auf dem [MASK],1.3200064801461506
sehr umständlich den Kofferraum  Auf dem Boden [MASK],1.5959767438808128
umständlich den Kofferraum  Auf dem Boden abstellen [MASK],1.02465934302684
den Kofferraum  Auf dem Boden abstellen  [MASK],1.1950509553123865
Kofferraum  Auf dem Boden abstellen  wollte [MASK],1.4571079015607025
 Auf dem Boden abstellen  wollte er [MASK],1.6012932939732962
Auf dem Boden abstellen  wollte er die [MASK],1.602882635814307
dem Boden abstellen  wollte er die Akten [MASK],1.2788133734313039
Boden abstellen  wollte er die Akten nicht [MASK],1.4762275578641266
abstellen  wollte er die Akten nicht  [MASK],1.6034055327896646
 wollte er die Akten nicht  Sie [MASK],1.5381482342933457
wollte er die Akten nicht  Sie hätten [MASK],1.6079673174817986
er die Akten nicht  Sie hätten ja [MASK],1.5326611093025766
die Akten nicht  Sie hätten ja von [MASK],1.4422832125712757
Akten nicht  Sie hätten ja von unten [MASK],1.2244088306748613
nicht  Sie hätten ja von unten her [MASK],1.5025234386761488
 Sie hätten ja von unten her schmutzig [MASK],1.005810520658461
Sie hätten ja von unten her schmutzig werden [MASK],1.4683305277877643
hätten ja von unten her schmutzig werden können [MASK],1.5390790610811012
ja von unten her schmutzig werden können  [MASK],1.5838500547469303
von unten her schmutzig werden können  Oh [MASK],1.6071095752038995
unten her schmutzig werden können  Oh  [MASK],1.5998913319363068
her schmutzig werden können  Oh  soll [MASK],1.5739840853481648
schmutzig werden können  Oh  soll ich [MASK],1.5209999129818739
werden können  Oh  soll ich Ihnen [MASK],1.3953691735495783
können  Oh  soll ich Ihnen den [MASK],1.605943096410801
 Oh  soll ich Ihnen den Kaktus [MASK],1.5239243951120447
Oh  soll ich Ihnen den Kaktus vielleicht [MASK],1.4623577569236414
 soll ich Ihnen den Kaktus vielleicht  [MASK],1.4422073122991297
soll ich Ihnen den Kaktus vielleicht  wieder [MASK],1.3456767416947157
ich Ihnen den Kaktus vielleicht  wieder abnehmen [MASK],1.5837593669689822
Ihnen den Kaktus vielleicht  wieder abnehmen  [MASK],1.4985293450288397
den Kaktus vielleicht  wieder abnehmen  fragte [MASK],1.5774520065840196
Kaktus vielleicht  wieder abnehmen  fragte er [MASK],1.1542870149092415
vielleicht  wieder abnehmen  fragte er  [MASK],1.1536595755730514
 wieder abnehmen  fragte er  als [MASK],1.3223661414608938
wieder abnehmen  fragte er  als sie [MASK],1.4798013430727845
abnehmen  fragte er  als sie die [MASK],1.5312274870675293
 fragte er  als sie die Treppe [MASK],1.405009285455914
fragte er  als sie die Treppe bereits [MASK],1.1236830896204175
er  als sie die Treppe bereits zur [MASK],1.123022253792212
 als sie die Treppe bereits zur Hälfte [MASK],1.5565717446674547
als sie die Treppe bereits zur Hälfte bewältigt [MASK],1.4921923732643667
sie die Treppe bereits zur Hälfte bewältigt hatten [MASK],1.1545833380102832
die Treppe bereits zur Hälfte bewältigt hatten  [MASK],1.4763881077114172
Treppe bereits zur Hälfte bewältigt hatten  Nein [MASK],1.411994210953243
bereits zur Hälfte bewältigt hatten  Nein nein [MASK],0.9312814688165684
zur Hälfte bewältigt hatten  Nein nein es [MASK],1.290875334704986
Hälfte bewältigt hatten  Nein nein es geht [MASK],1.5777921886899848
bewältigt hatten  Nein nein es geht schon [MASK],1.3772521719756816
hatten  Nein nein es geht schon  [MASK],1.432133021864309
 Nein nein es geht schon  Er [MASK],1.2456751044198333
Nein nein es geht schon  Er war [MASK],1.5664819737980409
nein es geht schon  Er war mehr [MASK],1.5447425335584433
es geht schon  Er war mehr als [MASK],1.5752312109968551
geht schon  Er war mehr als tolpatschig [MASK],1.5753482140773303
schon  Er war mehr als tolpatschig  [MASK],1.464392179095888
 Er war mehr als tolpatschig  und [MASK],1.574177285856398
Er war mehr als tolpatschig  und sie [MASK],1.081289091703278
war mehr als tolpatschig  und sie stets [MASK],1.5954187525072765
