Context,Entropy
        [MASK],1.5630042354471072
       Sofie [MASK],1.6044334689909885
      Sofie Amundsen [MASK],1.2648215839391848
     Sofie Amundsen  [MASK],1.2648215839391848
    Sofie Amundsen  war [MASK],0.9690608525076674
   Sofie Amundsen  war auf [MASK],1.3029712157973288
  Sofie Amundsen  war auf dem [MASK],1.4872344134049025
 Sofie Amundsen  war auf dem Heimweg [MASK],1.4056102926765686
Sofie Amundsen  war auf dem Heimweg von [MASK],1.6063371191539
Amundsen  war auf dem Heimweg von der [MASK],1.5134525036729605
 war auf dem Heimweg von der Absender [MASK],1.5344528564493474
war auf dem Heimweg von der Absender  [MASK],1.5344528564493474
auf dem Heimweg von der Absender  Das [MASK],1.5209211377301737
dem Heimweg von der Absender  Das erste [MASK],1.5271078854991327
Heimweg von der Absender  Das erste Stück [MASK],1.4918719010787544
von der Absender  Das erste Stück  [MASK],1.527466965286665
der Absender  Das erste Stück  war [MASK],1.4587081696979836
Absender  Das erste Stück  war sie [MASK],1.477485531464078
 Das erste Stück  war sie mit [MASK],1.3221901283090787
Das erste Stück  war sie mit Jorunn [MASK],1.5987766668763193
erste Stück  war sie mit Jorunn zusammen [MASK],1.1496389878254984
Stück  war sie mit Jorunn zusammen gegangen [MASK],1.147478266743062
 war sie mit Jorunn zusammen gegangen  [MASK],1.4620381799475493
war sie mit Jorunn zusammen gegangen  Sie [MASK],1.44269170167003
sie mit Jorunn zusammen gegangen  Sie hatten [MASK],1.4008804566471411
mit Jorunn zusammen gegangen  Sie hatten sich [MASK],1.568123019597471
Jorunn zusammen gegangen  Sie hatten sich über [MASK],1.5241301663703821
zusammen gegangen  Sie hatten sich über Roboter [MASK],1.2804519142383404
gegangen  Sie hatten sich über Roboter unterhalten [MASK],1.5070042241618773
 Sie hatten sich über Roboter unterhalten  [MASK],1.428069475007157
Sie hatten sich über Roboter unterhalten  Jorunn [MASK],1.5636391220803687
hatten sich über Roboter unterhalten  Jorunn  [MASK],1.5673313531076765
sich über Roboter unterhalten  Jorunn  hielt [MASK],1.5991759463119455
über Roboter unterhalten  Jorunn  hielt das [MASK],1.4050125326173681
Roboter unterhalten  Jorunn  hielt das menschliche [MASK],1.5896872684616359
unterhalten  Jorunn  hielt das menschliche Gehirn [MASK],1.5095597021445954
 Jorunn  hielt das menschliche Gehirn  [MASK],1.4080162015552353
Jorunn  hielt das menschliche Gehirn  für [MASK],0.9861066738481328
 hielt das menschliche Gehirn  für einen [MASK],1.573033913462721
hielt das menschliche Gehirn  für einen komplizierten [MASK],1.1514424973810011
das menschliche Gehirn  für einen komplizierten Briefmarke [MASK],1.5919683570272298
menschliche Gehirn  für einen komplizierten Briefmarke  [MASK],1.5962801563445388
Gehirn  für einen komplizierten Briefmarke  Sofie [MASK],1.4591551366789037
 für einen komplizierten Briefmarke  Sofie war [MASK],1.3405826385149266
für einen komplizierten Briefmarke  Sofie war sich [MASK],1.5686515920698187
einen komplizierten Briefmarke  Sofie war sich nicht [MASK],1.292938473247161
komplizierten Briefmarke  Sofie war sich nicht so [MASK],1.0224149248348249
Briefmarke  Sofie war sich nicht so sicher [MASK],1.5046977701751785
 Sofie war sich nicht so sicher  [MASK],1.5984175638556777
Sofie war sich nicht so sicher  ob [MASK],0.3957753768154926
war sich nicht so sicher  ob sie [MASK],1.594008171583608
sich nicht so sicher  ob sie da [MASK],1.5377680968379623
nicht so sicher  ob sie da zustimmte [MASK],1.4013330516216567
so sicher  ob sie da zustimmte  [MASK],1.1251363336148763
sicher  ob sie da zustimmte  Ein [MASK],1.4095780866387078
 ob sie da zustimmte  Ein Mensch [MASK],1.5314810148470468
ob sie da zustimmte  Ein Mensch musste [MASK],1.5491289263843295
sie da zustimmte  Ein Mensch musste doch [MASK],1.5262871993769633
da zustimmte  Ein Mensch musste doch mehr [MASK],1.3275143368794398
zustimmte  Ein Mensch musste doch mehr sein [MASK],1.5544289178000406
 Ein Mensch musste doch mehr sein als [MASK],1.5888132226448106
Ein Mensch musste doch mehr sein als eine [MASK],1.5409303103071479
Mensch musste doch mehr sein als eine Maschine [MASK],1.3835292994175385
musste doch mehr sein als eine Maschine  [MASK],1.2541261768856908
doch mehr sein als eine Maschine  Beim [MASK],1.2861234828321
mehr sein als eine Maschine  Beim Supermarkt [MASK],1.4198694342226372
sein als eine Maschine  Beim Supermarkt  [MASK],1.3537899599940901
als eine Maschine  Beim Supermarkt  hatten [MASK],1.520872907729801
eine Maschine  Beim Supermarkt  hatten sie [MASK],1.3764149246403414
Maschine  Beim Supermarkt  hatten sie sich [MASK],1.6066830584863725
 Beim Supermarkt  hatten sie sich getrennt [MASK],1.566408163573499
Beim Supermarkt  hatten sie sich getrennt  [MASK],1.566408163573499
Supermarkt  hatten sie sich getrennt  Sofie [MASK],1.5194614982971943
 hatten sie sich getrennt  Sofie wohnte [MASK],0.9543213221391142
hatten sie sich getrennt  Sofie wohnte am [MASK],1.5508463077406587
sie sich getrennt  Sofie wohnte am Ende [MASK],1.5972196933447762
sich getrennt  Sofie wohnte am Ende eines [MASK],1.2836242535888427
getrennt  Sofie wohnte am Ende eines ausgedehnten [MASK],1.4503568478044906
 Sofie wohnte am Ende eines ausgedehnten Viertels [MASK],1.1576388264028155
Sofie wohnte am Ende eines ausgedehnten Viertels  [MASK],1.1576388264028155
wohnte am Ende eines ausgedehnten Viertels  mit [MASK],1.4617775003241849
am Ende eines ausgedehnten Viertels  mit Einfamilienhäusern [MASK],1.049039022401011
Ende eines ausgedehnten Viertels  mit Einfamilienhäusern  [MASK],1.3430435955797515
eines ausgedehnten Viertels  mit Einfamilienhäusern  und [MASK],1.6021014270386509
ausgedehnten Viertels  mit Einfamilienhäusern  und hatte [MASK],1.3859795681621896
Viertels  mit Einfamilienhäusern  und hatte einen [MASK],1.553975294748732
