Context,Entropy
       Viele [MASK],1.4420594659933674
      Viele Wissenschaftler [MASK],1.582202392769032
     Viele Wissenschaftler wundern [MASK],0.9019965002708124
    Viele Wissenschaftler wundern sich [MASK],1.1722061717874013
   Viele Wissenschaftler wundern sich auch [MASK],1.2690391238273844
  Viele Wissenschaftler wundern sich auch heute [MASK],1.4608714332612842
 Viele Wissenschaftler wundern sich auch heute noch [MASK],1.4541420965198275
Viele Wissenschaftler wundern sich auch heute noch darüber [MASK],0.9903664791005747
Wissenschaftler wundern sich auch heute noch darüber  [MASK],1.1898618079428354
wundern sich auch heute noch darüber  dass [MASK],1.5891508435049722
sich auch heute noch darüber  dass die [MASK],1.33018199121587
auch heute noch darüber  dass die Eskimos [MASK],1.506368672997318
heute noch darüber  dass die Eskimos in [MASK],1.5788076135187983
noch darüber  dass die Eskimos in den [MASK],1.435476868532021
darüber  dass die Eskimos in den unbewegsamen [MASK],1.5807598716929414
 dass die Eskimos in den unbewegsamen baumlosen [MASK],1.4850050383653415
dass die Eskimos in den unbewegsamen baumlosen Gebieten [MASK],1.2409655340990937
die Eskimos in den unbewegsamen baumlosen Gebieten der [MASK],1.5710260439884611
Eskimos in den unbewegsamen baumlosen Gebieten der arktischen [MASK],1.3753955108657323
in den unbewegsamen baumlosen Gebieten der arktischen Tundra [MASK],1.577282209582156
den unbewegsamen baumlosen Gebieten der arktischen Tundra überlebten [MASK],1.4107872233706622
unbewegsamen baumlosen Gebieten der arktischen Tundra überlebten  [MASK],1.508472426900988
baumlosen Gebieten der arktischen Tundra überlebten  Vor [MASK],1.4183604550757045
Gebieten der arktischen Tundra überlebten  Vor allem [MASK],1.556100774230925
der arktischen Tundra überlebten  Vor allem im [MASK],1.5532400986188877
arktischen Tundra überlebten  Vor allem im Winter [MASK],1.2926844358381269
Tundra überlebten  Vor allem im Winter konnte [MASK],1.4708951384087399
überlebten  Vor allem im Winter konnte Nahrung [MASK],1.355346664825785
 Vor allem im Winter konnte Nahrung über [MASK],1.3870622951576683
Vor allem im Winter konnte Nahrung über Monate [MASK],1.5747411682048629
allem im Winter konnte Nahrung über Monate knapp [MASK],1.4752884653075427
im Winter konnte Nahrung über Monate knapp werden [MASK],0.6077557226096594
Winter konnte Nahrung über Monate knapp werden  [MASK],0.8793632042191206
konnte Nahrung über Monate knapp werden  Die [MASK],1.5863471103970443
Nahrung über Monate knapp werden  Die Menschen [MASK],0.8715171847412533
über Monate knapp werden  Die Menschen mussten [MASK],1.1016055939647975
Monate knapp werden  Die Menschen mussten manche [MASK],1.5416315175395914
knapp werden  Die Menschen mussten manche schwere [MASK],1.382405930157192
werden  Die Menschen mussten manche schwere Dürre [MASK],1.3204560803996612
 Die Menschen mussten manche schwere Dürre überstehen [MASK],0.7773324141030111
Die Menschen mussten manche schwere Dürre überstehen  [MASK],0.7773324141030111
Menschen mussten manche schwere Dürre überstehen  und [MASK],1.1308281680291832
mussten manche schwere Dürre überstehen  und langen [MASK],1.4927634516887855
manche schwere Dürre überstehen  und langen Stürmen [MASK],1.5314268257799324
schwere Dürre überstehen  und langen Stürmen trotzen [MASK],1.5192670010706164
Dürre überstehen  und langen Stürmen trotzen  [MASK],1.4936236719148481
überstehen  und langen Stürmen trotzen  Trotz [MASK],1.5225611214903108
 und langen Stürmen trotzen  Trotz Hunger [MASK],1.5161833343241495
und langen Stürmen trotzen  Trotz Hunger und [MASK],1.1784104909490722
langen Stürmen trotzen  Trotz Hunger und Kälte [MASK],1.5104901496441563
Stürmen trotzen  Trotz Hunger und Kälte konnte [MASK],1.5884919424835844
trotzen  Trotz Hunger und Kälte konnte sich [MASK],1.4766490555055716
 Trotz Hunger und Kälte konnte sich in [MASK],1.536715577212827
Trotz Hunger und Kälte konnte sich in der [MASK],1.4550533479817578
Hunger und Kälte konnte sich in der kargen [MASK],1.4045305855280408
und Kälte konnte sich in der kargen Natur [MASK],1.5096598330932967
Kälte konnte sich in der kargen Natur eine [MASK],1.607813554452263
konnte sich in der kargen Natur eine eigene [MASK],1.4330016421378942
sich in der kargen Natur eine eigene Kultur [MASK],1.6088795434541694
in der kargen Natur eine eigene Kultur entfalten [MASK],1.547254861745006
der kargen Natur eine eigene Kultur entfalten  [MASK],1.5879569547019414
kargen Natur eine eigene Kultur entfalten  Dem [MASK],1.1879835848990679
Natur eine eigene Kultur entfalten  Dem seltsamen [MASK],1.3014348947469256
eine eigene Kultur entfalten  Dem seltsamen Namen [MASK],1.579433886893935
eigene Kultur entfalten  Dem seltsamen Namen der [MASK],1.592406447513788
Kultur entfalten  Dem seltsamen Namen der Eskimos [MASK],1.5771675394391909
entfalten  Dem seltsamen Namen der Eskimos war [MASK],1.4582582619360012
 Dem seltsamen Namen der Eskimos war als [MASK],1.515935462724574
Dem seltsamen Namen der Eskimos war als erster [MASK],1.6005507833905885
seltsamen Namen der Eskimos war als erster ein [MASK],1.479084707288846
Namen der Eskimos war als erster ein junger [MASK],1.0309930177021775
der Eskimos war als erster ein junger Journalist [MASK],1.0950013425211529
Eskimos war als erster ein junger Journalist auf [MASK],1.5364693755606356
war als erster ein junger Journalist auf der [MASK],1.564333017905192
als erster ein junger Journalist auf der Anpassung [MASK],1.4308922971959135
erster ein junger Journalist auf der Anpassung  [MASK],1.5762168311459284
ein junger Journalist auf der Anpassung  Er [MASK],0.5943971475934634
junger Journalist auf der Anpassung  Er forschte [MASK],1.5589001572666534
Journalist auf der Anpassung  Er forschte nach [MASK],1.5037610359576878
auf der Anpassung  Er forschte nach ähnlichen [MASK],1.4893406671555294
der Anpassung  Er forschte nach ähnlichen oder [MASK],0.34083711506716724
Anpassung  Er forschte nach ähnlichen oder bedeutungsgleichen [MASK],1.536419623431308
 Er forschte nach ähnlichen oder bedeutungsgleichen Wörtern [MASK],1.41573682285184
Er forschte nach ähnlichen oder bedeutungsgleichen Wörtern  [MASK],1.41573682285184
forschte nach ähnlichen oder bedeutungsgleichen Wörtern  und [MASK],1.32670978123764
nach ähnlichen oder bedeutungsgleichen Wörtern  und wurde [MASK],1.566914163777732
ähnlichen oder bedeutungsgleichen Wörtern  und wurde fündig [MASK],1.595160020290043
oder bedeutungsgleichen Wörtern  und wurde fündig  [MASK],1.5977702956864508
bedeutungsgleichen Wörtern  und wurde fündig  Eskimo [MASK],0.9479653431382743
Wörtern  und wurde fündig  Eskimo ist [MASK],1.4804052662259668
 und wurde fündig  Eskimo ist ein [MASK],1.5878316699099786
und wurde fündig  Eskimo ist ein einfaches [MASK],1.5540323757826435
wurde fündig  Eskimo ist ein einfaches Synonym [MASK],1.3530787151372268
fündig  Eskimo ist ein einfaches Synonym eines [MASK],1.2731973651254136
 Eskimo ist ein einfaches Synonym eines Wortes [MASK],1.460770920437022
Eskimo ist ein einfaches Synonym eines Wortes aus [MASK],1.5749033563322583
ist ein einfaches Synonym eines Wortes aus der [MASK],1.5798747397765647
ein einfaches Synonym eines Wortes aus der Sprache [MASK],1.5599435407719766
einfaches Synonym eines Wortes aus der Sprache der [MASK],1.5383838206320908
Synonym eines Wortes aus der Sprache der Cree [MASK],1.455015144994514
eines Wortes aus der Sprache der Cree Indianer [MASK],1.4734035051980388
Wortes aus der Sprache der Cree Indianer  [MASK],1.5119628466980992
aus der Sprache der Cree Indianer  Es [MASK],1.6018697326572036
der Sprache der Cree Indianer  Es bedeutet [MASK],1.5723544000421346
Sprache der Cree Indianer  Es bedeutet Esser [MASK],1.5748484394092115
der Cree Indianer  Es bedeutet Esser von [MASK],1.0940056299489116
Cree Indianer  Es bedeutet Esser von rohem [MASK],1.217195035465377
Indianer  Es bedeutet Esser von rohem Fleisch [MASK],1.5905287230515497
 Es bedeutet Esser von rohem Fleisch  [MASK],1.381775076480827
Es bedeutet Esser von rohem Fleisch  Die [MASK],1.5331529233795498
bedeutet Esser von rohem Fleisch  Die Eskimo [MASK],1.5994470089481199
Esser von rohem Fleisch  Die Eskimo schätzen [MASK],1.5762516687842525
von rohem Fleisch  Die Eskimo schätzen aber [MASK],1.5615271266295272
rohem Fleisch  Die Eskimo schätzen aber auch [MASK],1.4609179248810462
Fleisch  Die Eskimo schätzen aber auch gekochtes [MASK],1.4989906790048606
 Die Eskimo schätzen aber auch gekochtes Fleisch [MASK],1.4849685990740917
Die Eskimo schätzen aber auch gekochtes Fleisch  [MASK],1.4849685990740917
Eskimo schätzen aber auch gekochtes Fleisch  hatten [MASK],1.5085874652380613
schätzen aber auch gekochtes Fleisch  hatten aber [MASK],1.5085909282196615
aber auch gekochtes Fleisch  hatten aber früher [MASK],1.5580510233993252
auch gekochtes Fleisch  hatten aber früher in [MASK],1.5543190160062217
gekochtes Fleisch  hatten aber früher in Eis [MASK],1.594644957099417
Fleisch  hatten aber früher in Eis und [MASK],1.426115143418317
 hatten aber früher in Eis und Schnee [MASK],1.5476899620274764
hatten aber früher in Eis und Schnee oft [MASK],1.515664479322428
aber früher in Eis und Schnee oft keinen [MASK],1.4772461611707126
früher in Eis und Schnee oft keinen Brennstoff [MASK],1.2152240304744104
in Eis und Schnee oft keinen Brennstoff zur [MASK],0.3525417892545766
Eis und Schnee oft keinen Brennstoff zur Verfügung [MASK],1.156631405735922
und Schnee oft keinen Brennstoff zur Verfügung  [MASK],1.4634040453557735
Schnee oft keinen Brennstoff zur Verfügung  Sie [MASK],1.5063580529246843
oft keinen Brennstoff zur Verfügung  Sie selbst [MASK],1.3143383251933922
keinen Brennstoff zur Verfügung  Sie selbst  [MASK],1.131245127663823
Brennstoff zur Verfügung  Sie selbst  nennen [MASK],1.3722961998245098
zur Verfügung  Sie selbst  nennen sich [MASK],1.4223976595745822
Verfügung  Sie selbst  nennen sich Inuit [MASK],1.5898984382799195
 Sie selbst  nennen sich Inuit  [MASK],1.4846597278309288
Sie selbst  nennen sich Inuit  was [MASK],1.5927581402975208
selbst  nennen sich Inuit  was man [MASK],1.2433866155578883
 nennen sich Inuit  was man mit [MASK],1.3219516945344854
nennen sich Inuit  was man mit Volk [MASK],1.0137790209853579
sich Inuit  was man mit Volk oder [MASK],1.5022179496132337
Inuit  was man mit Volk oder Menschen [MASK],1.0770281821538452
 was man mit Volk oder Menschen übersetzen [MASK],1.3524454513514046
was man mit Volk oder Menschen übersetzen könnte [MASK],1.4229586500981857
man mit Volk oder Menschen übersetzen könnte  [MASK],1.4724003958331353
mit Volk oder Menschen übersetzen könnte  Das [MASK],1.328954582243818
Volk oder Menschen übersetzen könnte  Das Wort [MASK],1.4854300197176329
oder Menschen übersetzen könnte  Das Wort Eskimo [MASK],1.4341447514184895
Menschen übersetzen könnte  Das Wort Eskimo bezeichnet [MASK],1.456966423682692
übersetzen könnte  Das Wort Eskimo bezeichnet heute [MASK],1.5107542270551901
könnte  Das Wort Eskimo bezeichnet heute vor [MASK],0.6513345117755975
 Das Wort Eskimo bezeichnet heute vor allem [MASK],1.0463816182662908
Das Wort Eskimo bezeichnet heute vor allem eine [MASK],1.5039468234524052
Wort Eskimo bezeichnet heute vor allem eine gemeinsame [MASK],1.3886217435227037
Eskimo bezeichnet heute vor allem eine gemeinsame Sprache [MASK],1.4749036871219123
bezeichnet heute vor allem eine gemeinsame Sprache  [MASK],1.592409658021551
heute vor allem eine gemeinsame Sprache  die [MASK],1.5838567291052392
vor allem eine gemeinsame Sprache  die von [MASK],1.5976573024303153
allem eine gemeinsame Sprache  die von fast [MASK],1.1865596558158213
eine gemeinsame Sprache  die von fast allen [MASK],1.5807233607264808
gemeinsame Sprache  die von fast allen Inuit [MASK],1.2852225448078876
Sprache  die von fast allen Inuit in [MASK],1.5880354313165865
 die von fast allen Inuit in verschiedenen [MASK],1.5674275131513622
die von fast allen Inuit in verschiedenen Gebieten [MASK],1.5716227764768187
von fast allen Inuit in verschiedenen Gebieten in [MASK],1.424659530560801
fast allen Inuit in verschiedenen Gebieten in Grönland [MASK],1.503353956328512
allen Inuit in verschiedenen Gebieten in Grönland  [MASK],1.5920012586454226
Inuit in verschiedenen Gebieten in Grönland  Kanada [MASK],1.5627438982037773
in verschiedenen Gebieten in Grönland  Kanada und [MASK],1.5492531223130954
verschiedenen Gebieten in Grönland  Kanada und Alaska [MASK],1.5101997295591165
Gebieten in Grönland  Kanada und Alaska gesprochen [MASK],1.5055179532235692
in Grönland  Kanada und Alaska gesprochen wird [MASK],1.4305017425659086
Grönland  Kanada und Alaska gesprochen wird  [MASK],1.454591793382641
 Kanada und Alaska gesprochen wird  Das [MASK],1.525081113655828
Kanada und Alaska gesprochen wird  Das genaue [MASK],0.3459100775312289
und Alaska gesprochen wird  Das genaue Verhältnis [MASK],1.2975940953818372
Alaska gesprochen wird  Das genaue Verhältnis der [MASK],1.585476579935966
gesprochen wird  Das genaue Verhältnis der regionalen [MASK],1.454857569420059
wird  Das genaue Verhältnis der regionalen Dialekte [MASK],1.3349709987910652
 Das genaue Verhältnis der regionalen Dialekte ist [MASK],1.3700251173519438
Das genaue Verhältnis der regionalen Dialekte ist heute [MASK],1.2062739020938404
genaue Verhältnis der regionalen Dialekte ist heute linguistisch [MASK],1.5610188528498368
Verhältnis der regionalen Dialekte ist heute linguistisch gut [MASK],1.5334885268077534
der regionalen Dialekte ist heute linguistisch gut untersucht [MASK],1.2429810517958249
regionalen Dialekte ist heute linguistisch gut untersucht  [MASK],1.20580635318839
Dialekte ist heute linguistisch gut untersucht  Selbst [MASK],1.4572281825020903
ist heute linguistisch gut untersucht  Selbst bei [MASK],1.489257096090358
heute linguistisch gut untersucht  Selbst bei sehr [MASK],1.5877592258187483
linguistisch gut untersucht  Selbst bei sehr weit [MASK],0.765985056009473
gut untersucht  Selbst bei sehr weit entfernt [MASK],1.4379323200315468
untersucht  Selbst bei sehr weit entfernt voneinander [MASK],1.0195825038672346
 Selbst bei sehr weit entfernt voneinander lebenden [MASK],1.4395700427021012
Selbst bei sehr weit entfernt voneinander lebenden Stämmen [MASK],1.5786658740887622
bei sehr weit entfernt voneinander lebenden Stämmen  [MASK],1.5308840006601685
sehr weit entfernt voneinander lebenden Stämmen  zeigen [MASK],1.4559314716957783
weit entfernt voneinander lebenden Stämmen  zeigen sich [MASK],1.4138240452598805
entfernt voneinander lebenden Stämmen  zeigen sich immer [MASK],1.4034805984054595
voneinander lebenden Stämmen  zeigen sich immer noch [MASK],0.40010822740652485
lebenden Stämmen  zeigen sich immer noch erstaunliche [MASK],0.8575632893312993
Stämmen  zeigen sich immer noch erstaunliche Gemeinsamkeiten [MASK],1.2452330281254158
 zeigen sich immer noch erstaunliche Gemeinsamkeiten  [MASK],1.2715803085915751
zeigen sich immer noch erstaunliche Gemeinsamkeiten  vor [MASK],1.212504092398005
sich immer noch erstaunliche Gemeinsamkeiten  vor allem [MASK],1.5902206810412531
immer noch erstaunliche Gemeinsamkeiten  vor allem in [MASK],1.3990915449520003
noch erstaunliche Gemeinsamkeiten  vor allem in Wortschatz [MASK],1.5281241736984155
