Context,Entropy
       Vielleicht [MASK],1.5181121359952707
      Vielleicht bekam [MASK],1.4876926040695926
     Vielleicht bekam sie [MASK],1.5819621955489838
    Vielleicht bekam sie ja [MASK],1.5870524777377442
   Vielleicht bekam sie ja sogar [MASK],1.460347552070146
  Vielleicht bekam sie ja sogar einen [MASK],1.4047621640300334
 Vielleicht bekam sie ja sogar einen Pokal [MASK],0.38093939347991207
Vielleicht bekam sie ja sogar einen Pokal verliehen [MASK],1.1643831777764309
bekam sie ja sogar einen Pokal verliehen für [MASK],1.5869184066356519
sie ja sogar einen Pokal verliehen für die [MASK],1.409932508672099
ja sogar einen Pokal verliehen für die schönste [MASK],1.5710228216364865
sogar einen Pokal verliehen für die schönste Parzelle [MASK],1.5272586045999643
einen Pokal verliehen für die schönste Parzelle in [MASK],1.4899268012902729
Pokal verliehen für die schönste Parzelle in der [MASK],1.486921964922901
verliehen für die schönste Parzelle in der  [MASK],1.5579102841549548
für die schönste Parzelle in der  Vollbart [MASK],1.386433920764936
die schönste Parzelle in der  Vollbart  [MASK],1.369025731216654
schönste Parzelle in der  Vollbart  Zwar [MASK],1.1454284299513782
Parzelle in der  Vollbart  Zwar hatte [MASK],1.5859459616435108
in der  Vollbart  Zwar hatte sie [MASK],1.595219549130601
der  Vollbart  Zwar hatte sie keinerlei [MASK],1.5225425766396994
 Vollbart  Zwar hatte sie keinerlei Erfahrung [MASK],1.5367163565859052
Vollbart  Zwar hatte sie keinerlei Erfahrung in [MASK],0.8886839725620336
 Zwar hatte sie keinerlei Erfahrung in Gartengestaltung [MASK],0.7825552328469455
Zwar hatte sie keinerlei Erfahrung in Gartengestaltung  [MASK],0.7825552328469455
hatte sie keinerlei Erfahrung in Gartengestaltung  und [MASK],1.329163450353153
sie keinerlei Erfahrung in Gartengestaltung  und noch [MASK],1.3743605190812835
keinerlei Erfahrung in Gartengestaltung  und noch nie [MASK],1.410033548901127
Erfahrung in Gartengestaltung  und noch nie in [MASK],1.4252333100783745
in Gartengestaltung  und noch nie in ihrem [MASK],1.5660589349726086
Gartengestaltung  und noch nie in ihrem Leben [MASK],1.5465398854722847
 und noch nie in ihrem Leben irgendetwas [MASK],1.4692599185584558
und noch nie in ihrem Leben irgendetwas angepflanzt [MASK],1.4296788884481018
noch nie in ihrem Leben irgendetwas angepflanzt  [MASK],1.4887143406775103
nie in ihrem Leben irgendetwas angepflanzt  aber [MASK],1.1940269624650357
in ihrem Leben irgendetwas angepflanzt  aber ihre [MASK],1.5657591434234703
ihrem Leben irgendetwas angepflanzt  aber ihre Kakteenzucht [MASK],1.4687893069846185
Leben irgendetwas angepflanzt  aber ihre Kakteenzucht auf [MASK],1.583603228618459
irgendetwas angepflanzt  aber ihre Kakteenzucht auf der [MASK],1.4811666281816311
angepflanzt  aber ihre Kakteenzucht auf der Fensterbank [MASK],1.4168898762945294
 aber ihre Kakteenzucht auf der Fensterbank gedieh [MASK],1.3263209122045914
aber ihre Kakteenzucht auf der Fensterbank gedieh prächtig [MASK],1.4446379021680735
ihre Kakteenzucht auf der Fensterbank gedieh prächtig  [MASK],1.5270289773239396
Kakteenzucht auf der Fensterbank gedieh prächtig  Ein [MASK],1.5653026216017238
auf der Fensterbank gedieh prächtig  Ein sicherer [MASK],1.5859519204261985
der Fensterbank gedieh prächtig  Ein sicherer Beweis [MASK],1.2539881059947104
Fensterbank gedieh prächtig  Ein sicherer Beweis dafür [MASK],1.4655629803549162
gedieh prächtig  Ein sicherer Beweis dafür dass [MASK],1.6029234559775802
prächtig  Ein sicherer Beweis dafür dass sie [MASK],1.6010801966605124
 Ein sicherer Beweis dafür dass sie einen [MASK],1.5888034810666993
Ein sicherer Beweis dafür dass sie einen grünen [MASK],1.527449065145282
sicherer Beweis dafür dass sie einen grünen Daumen [MASK],1.5736516010449777
Beweis dafür dass sie einen grünen Daumen hatte [MASK],0.9957579422910804
dafür dass sie einen grünen Daumen hatte  [MASK],0.8235493194240202
dass sie einen grünen Daumen hatte  fand [MASK],1.016953172719322
sie einen grünen Daumen hatte  fand sie [MASK],1.5680279384322193
einen grünen Daumen hatte  fand sie  [MASK],1.5402022595476144
grünen Daumen hatte  fand sie  Im [MASK],1.3426354433278513
Daumen hatte  fand sie  Im Übrigen [MASK],1.5397192482047615
hatte  fand sie  Im Übrigen gab [MASK],1.4281431324637006
 fand sie  Im Übrigen gab es [MASK],1.4504578987838856
fand sie  Im Übrigen gab es ja [MASK],1.3997837773920268
