Context,Entropy
        [MASK],1.5630042354471072
       Alle [MASK],1.0878066845048788
      Alle Tiere [MASK],1.5644932175075696
     Alle Tiere sollten [MASK],1.4909987658643475
    Alle Tiere sollten eine [MASK],1.540716407898246
   Alle Tiere sollten eine Art [MASK],1.5347907460269767
  Alle Tiere sollten eine Art Entschädigung [MASK],1.0301473870570865
 Alle Tiere sollten eine Art Entschädigung sein [MASK],1.2426868416563368
Alle Tiere sollten eine Art Entschädigung sein  [MASK],1.2426868416563368
Tiere sollten eine Art Entschädigung sein  weil [MASK],1.376991366352168
sollten eine Art Entschädigung sein  weil ihre [MASK],1.597522835067671
eine Art Entschädigung sein  weil ihre Mutter [MASK],1.1201763173943844
Art Entschädigung sein  weil ihre Mutter spät [MASK],1.1187185319891744
Entschädigung sein  weil ihre Mutter spät Feierabend [MASK],1.3810339610438742
sein  weil ihre Mutter spät Feierabend hatte [MASK],1.1888955173243483
 weil ihre Mutter spät Feierabend hatte  [MASK],1.1604284625212322
weil ihre Mutter spät Feierabend hatte  und [MASK],1.5802824089651049
ihre Mutter spät Feierabend hatte  und ihr [MASK],1.4435345756477052
Mutter spät Feierabend hatte  und ihr Vater [MASK],1.2506312219698381
spät Feierabend hatte  und ihr Vater soviel [MASK],1.5125963359981578
Feierabend hatte  und ihr Vater soviel in [MASK],1.371436252814949
hatte  und ihr Vater soviel in der [MASK],1.529379038697061
 und ihr Vater soviel in der Welt [MASK],1.305317070635826
und ihr Vater soviel in der Welt herumfuhr [MASK],1.1889863531328628
ihr Vater soviel in der Welt herumfuhr  [MASK],1.2049773646890225
Vater soviel in der Welt herumfuhr  Sofie [MASK],1.558730532108693
soviel in der Welt herumfuhr  Sofie warf [MASK],1.569763358986631
in der Welt herumfuhr  Sofie warf die [MASK],1.5668716330415158
der Welt herumfuhr  Sofie warf die Schultasche [MASK],1.4520411282837675
Welt herumfuhr  Sofie warf die Schultasche in [MASK],1.5230149629959038
herumfuhr  Sofie warf die Schultasche in die [MASK],1.543281761289857
 Sofie warf die Schultasche in die Ecke [MASK],1.5567428522523692
Sofie warf die Schultasche in die Ecke  [MASK],1.5567428522523692
warf die Schultasche in die Ecke  und [MASK],1.4598626230627798
die Schultasche in die Ecke  und stellte [MASK],1.482272944670004
Schultasche in die Ecke  und stellte Sherekan [MASK],1.4829824329291728
in die Ecke  und stellte Sherekan eine [MASK],0.9050715005630188
die Ecke  und stellte Sherekan eine Schale [MASK],1.5991185283409552
Ecke  und stellte Sherekan eine Schale mit [MASK],1.601271963144051
 und stellte Sherekan eine Schale mit Katzenfutter [MASK],1.2720786140750182
und stellte Sherekan eine Schale mit Katzenfutter hin [MASK],0.5004527135026461
stellte Sherekan eine Schale mit Katzenfutter hin  [MASK],0.7868033956895641
Sherekan eine Schale mit Katzenfutter hin  Dann [MASK],1.6048514826017009
eine Schale mit Katzenfutter hin  Dann liess [MASK],1.1713411499520132
Schale mit Katzenfutter hin  Dann liess sie [MASK],1.5281333897781355
mit Katzenfutter hin  Dann liess sie sich [MASK],1.4546349010657869
Katzenfutter hin  Dann liess sie sich mit [MASK],1.2548968764491903
hin  Dann liess sie sich mit dem [MASK],1.5534111083229063
 Dann liess sie sich mit dem geheimnisvollen [MASK],1.5941735051118928
Dann liess sie sich mit dem geheimnisvollen Brief [MASK],1.531329865625507
liess sie sich mit dem geheimnisvollen Brief in [MASK],1.5769196814717943
sie sich mit dem geheimnisvollen Brief in der [MASK],1.5652663522794423
sich mit dem geheimnisvollen Brief in der Hand [MASK],1.5810262428035275
mit dem geheimnisvollen Brief in der Hand auf [MASK],1.567750479034548
dem geheimnisvollen Brief in der Hand auf einen [MASK],1.4253481429059667
geheimnisvollen Brief in der Hand auf einen Küchenhocker [MASK],1.4528817214852954
Brief in der Hand auf einen Küchenhocker  [MASK],0.4892716776558188
in der Hand auf einen Küchenhocker  fallen [MASK],1.2006108903430204
der Hand auf einen Küchenhocker  fallen  [MASK],1.355696118746461
Hand auf einen Küchenhocker  fallen  Wer [MASK],1.4721311066109546
auf einen Küchenhocker  fallen  Wer bist [MASK],1.5032553554858825
einen Küchenhocker  fallen  Wer bist Du [MASK],0.9248994265007078
Küchenhocker  fallen  Wer bist Du  [MASK],0.885534743517451
 fallen  Wer bist Du  Wenn [MASK],1.1722659930171564
fallen  Wer bist Du  Wenn sie [MASK],1.4146635851826503
 Wer bist Du  Wenn sie das [MASK],1.5722040469110539
Wer bist Du  Wenn sie das  [MASK],1.5722040469110539
bist Du  Wenn sie das  wüsste [MASK],1.5674337066450752
Du  Wenn sie das  wüsste  [MASK],1.4788285195525073
 Wenn sie das  wüsste  Sie [MASK],1.5266345982417575
Wenn sie das  wüsste  Sie war [MASK],1.3831029663140741
sie das  wüsste  Sie war natürlich [MASK],1.594090156802251
das  wüsste  Sie war natürlich Sofie [MASK],1.5508301259499817
 wüsste  Sie war natürlich Sofie Amundsen [MASK],1.5498401676983236
wüsste  Sie war natürlich Sofie Amundsen  [MASK],1.5498401676983236
 Sie war natürlich Sofie Amundsen  aber [MASK],1.5877922196654142
Sie war natürlich Sofie Amundsen  aber wer [MASK],1.4619537489783785
war natürlich Sofie Amundsen  aber wer war [MASK],1.0790177291919567
natürlich Sofie Amundsen  aber wer war das [MASK],1.522219427570157
Sofie Amundsen  aber wer war das  [MASK],1.3427159810468192
Amundsen  aber wer war das  Das [MASK],0.23046320670076942
 aber wer war das  Das hatte [MASK],1.3757178395515424
aber wer war das  Das hatte sie [MASK],1.5898173580448174
wer war das  Das hatte sie noch [MASK],1.420176865893416
war das  Das hatte sie noch nicht [MASK],1.5463789126198597
das  Das hatte sie noch nicht richtig [MASK],0.7058642026310796
 Das hatte sie noch nicht richtig herausgefunden [MASK],1.0219010058936813
Das hatte sie noch nicht richtig herausgefunden  [MASK],1.0219010058936813
hatte sie noch nicht richtig herausgefunden  Wenn [MASK],1.5315327384673065
sie noch nicht richtig herausgefunden  Wenn sie [MASK],1.4353919053856046
noch nicht richtig herausgefunden  Wenn sie nun [MASK],1.583190903638497
nicht richtig herausgefunden  Wenn sie nun anders [MASK],1.2780679769640315
richtig herausgefunden  Wenn sie nun anders hiesse [MASK],1.5481897309053132
herausgefunden  Wenn sie nun anders hiesse  [MASK],1.5663193182232968
 Wenn sie nun anders hiesse  Anne [MASK],1.0357184848423002
Wenn sie nun anders hiesse  Anne Knutsen [MASK],1.5909986482343343
sie nun anders hiesse  Anne Knutsen zum [MASK],1.3446705084075317
nun anders hiesse  Anne Knutsen zum Tür [MASK],0.15169666431969436
anders hiesse  Anne Knutsen zum Tür  [MASK],0.17408735368536918
hiesse  Anne Knutsen zum Tür  Wäre [MASK],1.433845647910531
 Anne Knutsen zum Tür  Wäre sie [MASK],1.5256098673982956
Anne Knutsen zum Tür  Wäre sie dann [MASK],1.5695176971118117
Knutsen zum Tür  Wäre sie dann auch [MASK],1.5865400891678023
zum Tür  Wäre sie dann auch eine [MASK],1.5864563794935704
Tür  Wäre sie dann auch eine andere [MASK],1.5168461915023213
 Wäre sie dann auch eine andere  [MASK],1.5770372953998835
Wäre sie dann auch eine andere  Plötzlich [MASK],1.0245076858121864
sie dann auch eine andere  Plötzlich fiel [MASK],1.3903644209276493
dann auch eine andere  Plötzlich fiel ihr [MASK],1.5477550889460017
auch eine andere  Plötzlich fiel ihr ein [MASK],1.5825919261890877
eine andere  Plötzlich fiel ihr ein  [MASK],1.4552467943019476
andere  Plötzlich fiel ihr ein  dass [MASK],1.4188293340715452
 Plötzlich fiel ihr ein  dass ihr [MASK],1.428657394480311
Plötzlich fiel ihr ein  dass ihr Vater [MASK],1.3722048335682562
fiel ihr ein  dass ihr Vater sie [MASK],1.3266323037952374
ihr ein  dass ihr Vater sie zuerst [MASK],1.5505191621225634
ein  dass ihr Vater sie zuerst gern [MASK],1.32724935742917
 dass ihr Vater sie zuerst gern Susanne [MASK],1.2813803790235343
dass ihr Vater sie zuerst gern Susanne genannt [MASK],1.4046023222608122
ihr Vater sie zuerst gern Susanne genannt hätte [MASK],1.0426019257208468
Vater sie zuerst gern Susanne genannt hätte  [MASK],1.3503394684437637
sie zuerst gern Susanne genannt hätte  Sofie [MASK],1.5748322636546719
zuerst gern Susanne genannt hätte  Sofie versuchte [MASK],1.5357958260814228
gern Susanne genannt hätte  Sofie versuchte sich [MASK],1.5647679391609004
Susanne genannt hätte  Sofie versuchte sich auszumalen [MASK],1.0925260206771708
genannt hätte  Sofie versuchte sich auszumalen wie [MASK],0.8796477261944371
hätte  Sofie versuchte sich auszumalen wie es [MASK],1.2370856250958335
 Sofie versuchte sich auszumalen wie es wäre [MASK],1.3082160051819443
Sofie versuchte sich auszumalen wie es wäre  [MASK],1.3082160051819443
versuchte sich auszumalen wie es wäre  wenn [MASK],1.5219498053110059
sich auszumalen wie es wäre  wenn sie [MASK],1.588201128003017
auszumalen wie es wäre  wenn sie die [MASK],1.6081381689830243
wie es wäre  wenn sie die Hand [MASK],1.5668082719464582
es wäre  wenn sie die Hand ausstreckte [MASK],1.374778842819194
wäre  wenn sie die Hand ausstreckte  [MASK],1.5101513309256867
 wenn sie die Hand ausstreckte  und [MASK],1.6030983119763695
wenn sie die Hand ausstreckte  und sich [MASK],1.287219855669756
sie die Hand ausstreckte  und sich als [MASK],1.4692201084122922
die Hand ausstreckte  und sich als Susanne [MASK],1.5578839197800942
Hand ausstreckte  und sich als Susanne Amundsen [MASK],1.4396204723519517
ausstreckte  und sich als Susanne Amundsen vorstellte [MASK],0.6320760460606093
 und sich als Susanne Amundsen vorstellte  [MASK],0.6653144454902898
und sich als Susanne Amundsen vorstellte  aber [MASK],1.2985475185807671
sich als Susanne Amundsen vorstellte  aber nein [MASK],1.478348855774977
als Susanne Amundsen vorstellte  aber nein das [MASK],1.4813592125048363
Susanne Amundsen vorstellte  aber nein das ging [MASK],1.3831515824609728
Amundsen vorstellte  aber nein das ging nicht [MASK],1.596280165976793
vorstellte  aber nein das ging nicht  [MASK],1.587872731109056
 aber nein das ging nicht  Dabei [MASK],1.5886120234060546
aber nein das ging nicht  Dabei stellte [MASK],1.455529140540882
nein das ging nicht  Dabei stellte sich [MASK],1.5738014893530368
das ging nicht  Dabei stellte sich die [MASK],0.5228838585166385
ging nicht  Dabei stellte sich die ganze [MASK],1.4133152428575841
nicht  Dabei stellte sich die ganze Zeit [MASK],1.2985947389381816
 Dabei stellte sich die ganze Zeit eine [MASK],1.230331897686531
Dabei stellte sich die ganze Zeit eine andere [MASK],1.2113606328109563
stellte sich die ganze Zeit eine andere vor [MASK],0.6774652957254058
sich die ganze Zeit eine andere vor  [MASK],0.5711435400725455
die ganze Zeit eine andere vor  Nun [MASK],1.521224963711349
ganze Zeit eine andere vor  Nun sprang [MASK],1.516617042511328
Zeit eine andere vor  Nun sprang sie [MASK],1.557564864924431
